gene_short_name,A_1,A_2,A_3,B_1,B_2,B_3,C_1,C_2,C_3,D_1,D_2,D_3
ARHGAP15(1of2),1.52058,2.112,2.40942,2.786615,2.8346,2.30027,3.4196325,3.1959,2.245695,4.05265,3.5572,2.19112
SHQ1,2.87443,3.38775,3.40529,2.979415,3.20345,3.18902,3.0319075,3.1113,3.080885,3.0844,3.01915,2.97275
GXYLT2(1of2),1.36538,1.24562,1.45376,1.35795,0.9050035,1.236105,1.354235,0.73469525,1.1272775,1.35052,0.564387,1.01845
SI:DKEY-105I19.4,1.90325,1.64531,1.35104,2.32429,2.356865,2.053585,2.53481,2.7126425,2.4048575,2.74533,3.06842,2.75613
NLRC3(11of23),1.83269,2.64519,2.00816,1.81207,2.58418,1.719835,1.80176,2.553675,1.5756725,1.79145,2.52317,1.43151
COX19,37.778,35.6151,43.8216,37.3253,37.70145,42.1018,37.09895,38.744625,41.2419,36.8726,39.7878,40.382
LMF1(1of3),19.8325,19.1827,17.9012,18.57725,20.09045,17.7986,17.949625,20.544325,17.7473,17.322,20.9982,17.696
LMF1(2of3),13.6992,9.1737,8.29229,10.21717,7.840595,7.26315,8.476155,7.1740425,6.74858,6.73514,6.50749,6.23401
CEP250(2of2),1.18702,1.16902,0.73409,1.258795,1.273605,1.181295,1.2946825,1.3258975,1.4048975,1.33057,1.37819,1.6285
VPS13D(5of6),2.28909,2.54179,1.86716,2.419435,2.854305,1.94625,2.4846075,3.0105625,1.985795,2.54978,3.16682,2.02534
MTR(2of2),2.5584,5.42275,5.09205,3.544285,4.583735,4.27517,4.0372275,4.1642275,3.86673,4.53017,3.74472,3.45829
TSHZ1(2of2),2.74504,2.63827,2.28166,2.968485,3.07333,2.910195,3.0802075,3.29086,3.2244625,3.19193,3.50839,3.53873
LDHD,15.7698,13.9488,14.0749,14.6177,12.7533,13.30665,14.04165,12.15555,12.922525,13.4656,11.5578,12.5384
SLC2A3A,20.6785,19.3537,22.7299,22.8439,19.09535,22.00905,23.9266,18.966175,21.648625,25.0093,18.837,21.2882
VPS13D(6of6),4.65166,5.08939,3.57988,6.024185,5.100445,4.178955,6.7104475,5.1059725,4.4784925,7.39671,5.1115,4.77803
RBM48,2.16166,2.02343,2.35653,2.452725,2.3685,2.811065,2.5982575,2.541035,3.0383325,2.74379,2.71357,3.2656
RCVRN(1of2),3.02663,2.44483,5.108,3.144175,2.520705,3.962565,3.2029475,2.5586425,3.3898475,3.26172,2.59658,2.81713
ELMO1(2of2),3.86423,3.78625,4.10986,4.61651,4.28905,4.64821,4.99265,4.54045,4.917385,5.36879,4.79185,5.18656
ELMO1(1of2),2.84036,2.63801,2.98473,3.445215,2.75884,3.06685,3.7476425,2.819255,3.10791,4.05007,2.87967,3.14897
PEX1,7.26663,8.74361,8.03502,7.276225,8.423705,8.447495,7.2810225,8.2637525,8.6537325,7.28582,8.1038,8.85997
ZGC:162723,1.02163,1.07787,1.07834,1.472755,1.41893,1.43497,1.6983175,1.58946,1.613285,1.92388,1.75999,1.7916
NFRKB,6.07798,5.95326,6.11509,5.962245,5.713685,6.002865,5.9043775,5.5938975,5.9467525,5.84651,5.47411,5.89064
VPS13D(1of6),3.45095,3.85675,2.83532,4.27076,4.02256,3.332715,4.680665,4.105465,3.5814125,5.09057,4.18837,3.83011
BRD8(2of2),3.13824,5.07147,3.05255,2.48184,3.62907,3.285615,2.15364,2.90787,3.4021475,1.82544,2.18667,3.51868
SMS,20.2976,19.0325,20.4873,18.3681,19.2039,21.86535,17.40335,19.2896,22.554375,16.4386,19.3753,23.2434
CXXC5A,2.27941,2.23979,2.57911,2.470785,2.94274,2.90864,2.5664725,3.294215,3.073405,2.66216,3.64569,3.23817
PPP3CA(5of5),3.69033,4.11979,3.53333,3.09052,3.607625,3.34573,2.790615,3.3515425,3.25193,2.49071,3.09546,3.15813
ZGC:100829,17.5983,19.8024,23.5826,19.42915,17.9411,24.41215,20.344575,17.01045,24.826925,21.26,16.0798,25.2417
TUBA8L3(1of2),3.15136,2.23138,4.07387,2.747885,2.213845,4.47221,2.5461475,2.2050775,4.67138,2.34441,2.19631,4.87055
RPA3-AS1,10.2866,9.65465,9.2372,11.0059,10.026375,8.841445,11.36555,10.2122375,8.6435675,11.7252,10.3981,8.44569
RPA3,15.5064,15.6202,25.7971,17.67845,15.23005,19.0168,18.764475,15.034975,15.62665,19.8505,14.8399,12.2365
FBXO8,11.4631,11.5017,14.062,12.36315,12.538,14.0717,12.813175,13.05615,14.07655,13.2632,13.5743,14.0814
LDLRAP1B,11.3003,10.6691,10.4707,9.18236,9.634155,9.265665,8.12339,9.1166825,8.6631475,7.06442,8.59921,8.06063
BICC1B,0.704914,0.951245,2.03958,1.137452,1.0018475,2.23066,1.353721,1.02714875,2.3262,1.56999,1.05245,2.42174
UBE2D1A,36.2234,29.6784,36.9764,36.3534,32.75895,34.4945,36.4184,34.299225,33.25355,36.4834,35.8395,32.0126
MRPL19,77.2145,75.1366,86.7985,74.03205,69.1087,76.39665,72.440825,66.09475,71.195725,70.8496,63.0808,65.9948
EVA1A(2of3),1.98044,3.20087,2.24712,3.30143,4.482205,4.46147,3.961925,5.1228725,5.568645,4.62242,5.76354,6.67582
SI:DKEY-11F4.14,157.566,147.604,155.239,143.4805,140.707,130.9255,136.43775,137.2585,118.76875,129.395,133.81,106.612
SEPH,2.68456,3.3432,8.3649,4.19648,3.140935,5.595025,4.95244,3.0398025,4.2100875,5.7084,2.93867,2.82515
INPP5A(2of2),2.80371,3.95056,2.40554,3.376585,3.3437,2.988935,3.6630225,3.04027,3.2806325,3.94946,2.73684,3.57233
VPS33A,12.9397,13.4282,11.1374,12.779,13.5657,11.90105,12.69865,13.63445,12.282875,12.6183,13.7032,12.6647
PPP2R2A,3.9465,3.77407,3.04506,3.662805,3.33042,2.56535,3.5209575,3.108595,2.325495,3.37911,2.88677,2.08564
HECTD4(5of5),1.53167,1.58534,1.24376,1.32191,1.274627,1.1111105,1.21703,1.1192705,1.04478575,1.11215,0.963914,0.978461
CRABP2A,929.478,881.884,955.388,737.0725,694.7115,835.394,640.86975,601.12525,775.397,544.667,507.539,715.4
SI:DKEY-46M10.3,48.0312,57.9323,57.3818,49.9578,56.33825,55.745,50.9211,55.541225,54.9266,51.8844,54.7442,54.1082
RABGAP1(2of3),4.0721,3.58364,2.33539,5.625075,4.069895,3.47894,6.4015625,4.3130225,4.050715,7.17805,4.55615,4.62249
EIF3G,199.632,208.37,190.454,217.2675,211.886,220.43,226.08525,213.644,235.418,234.903,215.402,250.406
PPAN,16.5925,15.9995,14.8841,14.26445,15.176,12.59245,13.100425,14.76425,11.446625,11.9364,14.3525,10.3008
ANGPTL6,4.01,5.69944,4.49258,10.27725,6.99111,3.43304,13.410875,7.636945,2.90327,16.5445,8.28278,2.3735
ZGC:101777(2of2),18.9422,20.1893,12.3851,19.01695,18.4054,16.93925,19.054325,17.51345,19.216325,19.0917,16.6215,21.4934
DNMT1,15.7963,17.0864,22.5087,15.5334,12.89389,16.66055,15.40195,10.797635,13.736475,15.2705,8.70138,10.8124
S1PR2,1.18775,1.97755,2.11991,2.047355,2.626835,2.06662,2.4771575,2.9514775,2.039975,2.90696,3.27612,2.01333
PCDH9,2.23866,2.1504,1.48527,2.074335,2.18143,1.4793,1.9921725,2.196945,1.476315,1.91001,2.21246,1.47333
LMNA(2of3),3.90141,2.38266,2.99021,2.810965,2.241615,2.805415,2.2657425,2.1710925,2.7130175,1.72052,2.10057,2.62062
SMC3,27.1869,27.1293,26.6388,26.53795,25.5629,26.0957,26.213475,24.7797,25.82415,25.889,23.9965,25.5526
DUSP5,29.2929,34.9636,44.0314,34.7464,30.70265,38.6778,37.47315,28.572175,36.001,40.1999,26.4417,33.3242
NOL8,3.85644,3.88752,3.08903,3.552525,3.585305,3.271255,3.4005675,3.4341975,3.3623675,3.24861,3.28309,3.45348
NFURG13342010002,1.07046,0.920179,1.10602,1.375495,1.0091795,0.9440395,1.5280125,1.05367975,0.86304925,1.68053,1.09818,0.782059
ELTD1,104.402,85.7066,114.585,99.59955,91.0405,104.30355,97.198325,93.70745,99.162825,94.7971,96.3744,94.0221
CD82(2of3),84.6304,79.2732,85.8674,75.84805,75.61195,81.77125,71.456875,73.781325,79.723175,67.0657,71.9507,77.6751
TP53I11B,21.7067,20.29,22.1989,27.47835,29.1103,28.66985,30.364175,33.52045,31.905325,33.25,37.9306,35.1408
ARNT2(1of3),2.45656,1.99019,1.80852,2.121585,2.327885,2.373295,1.9540975,2.4967325,2.6556825,1.78661,2.66558,2.93807
SLC22A18,7.30496,8.44465,7.94418,8.300895,9.243675,7.435935,8.7988625,9.6431875,7.1818125,9.29683,10.0427,6.92769
PTPLAD1(2of2),13.3493,12.018,14.0371,14.72405,13.10455,13.8532,15.411425,13.647825,13.76125,16.0988,14.1911,13.6693
ZSCAN29,20.0179,22.4139,11.7259,17.2365,20.86405,16.13255,15.8458,20.089125,18.335875,14.4551,19.3142,20.5392
SMARCA2(2of5),29.7948,31.2158,24.6515,29.8294,28.9742,26.45405,29.8467,27.8534,27.355325,29.864,26.7326,28.2566
PPP1R14C(2of2),1.5241,1.259,1.11383,1.32643,1.70822,1.37415,1.227595,1.93283,1.50431,1.12876,2.15744,1.63447
PVALB6,1.30459,1.72372,0.813175,0.940565,1.507455,1.4526375,0.7585525,1.3993225,1.77236875,0.57654,1.29119,2.0921
PCDH12,27.8446,31.3361,40.2901,25.2855,22.66005,28.96965,24.00595,18.322025,23.309425,22.7264,13.984,17.6492
GM2A(1of2),8.24267,7.92421,8.21799,8.30529,7.539875,8.24832,8.3366,7.3477075,8.263485,8.36791,7.15554,8.27865
TBC1D12A(2of2),4.2377,3.92135,3.85955,3.933395,3.680075,3.494085,3.7812425,3.5594375,3.3113525,3.62909,3.4388,3.12862
SI:CH211-4C18.2,4.4333,4.70464,4.3821,4.54818,5.25063,5.965355,4.60562,5.523625,6.7569825,4.66306,5.79662,7.54861
SLC48A1B(1of2),0.829701,1.27563,1.47095,6.8646505,2.951425,0.944586,9.88212525,3.7893225,0.681404,12.8996,4.62722,0.418222
TANC1(2of3),15.9874,17.0588,15.9242,19.3242,17.75,19.4792,20.9926,18.0956,21.2567,22.661,18.4412,23.0342
PTPRSA(2of2),6.55946,6.87994,7.52038,7.0697,7.65853,8.42505,7.32482,8.047825,8.877385,7.57994,8.43712,9.32972
SI:ZFOS-943E10.1(2of2),38.4885,42.6214,38.5877,38.51735,36.897,41.36985,38.531775,34.0348,42.760925,38.5462,31.1726,44.152
TBXA2R,4.10283,3.19781,3.42037,3.348455,3.116045,3.44002,2.9712675,3.0751625,3.449845,2.59408,3.03428,3.45967
PLEKHA7(1of2),312.293,374.626,319.57,281.7505,342.419,330.7745,266.47925,326.3155,336.37675,251.208,310.212,341.979
PAICS(7of10),1.79579,2.03495,1.78935,1.55831,1.995225,1.98941,1.43957,1.9753625,2.08944,1.32083,1.9555,2.18947
TRIM47(5of5),2.50874,3.63998,4.40598,2.68466,4.126845,4.45919,2.77262,4.3702775,4.485795,2.86058,4.61371,4.5124
CABZ01074946.1,2.5313,4.5025,4.15409,10.80105,9.6933,3.53951,14.935925,12.2887,3.23222,19.0708,14.8841,2.92493
RNF10(2of2),5.92403,6.49399,5.10885,5.805455,5.949205,5.450825,5.7461675,5.6768125,5.6218125,5.68688,5.40442,5.7928
MIER1B,11.5718,11.4909,9.0857,11.4285,10.9384,10.6721,11.35685,10.66215,11.4653,11.2852,10.3859,12.2585
SLC35D1,6.19637,5.68693,7.0534,6.33524,6.0514,6.356185,6.404675,6.233635,6.0075775,6.47411,6.41587,5.65897
COL1A2,34.9587,33.9296,57.9539,27.20895,29.27115,45.94335,23.334075,26.941925,39.938075,19.4592,24.6127,33.9328
CASD1,2.69744,3.23104,2.85232,3.189335,3.43409,3.37974,3.4352825,3.535615,3.64345,3.68123,3.63714,3.90716
SGCE,34.9977,36.899,35.726,30.99385,31.55885,35.0437,28.991925,28.888775,34.70255,26.99,26.2187,34.3614
GAPVD1,6.08839,6.08892,5.37595,5.90828,6.058345,5.36306,5.818225,6.0430575,5.356615,5.72817,6.02777,5.35017
CXCL10(1of2),0.473812,1.09317,0.579597,10.607706,5.614235,0.8681535,15.674653,7.8747675,1.01243175,20.7416,10.1353,1.15671
POLR1E,13.4263,13.5385,15.3252,12.0714,13.82285,13.96535,11.39395,13.965025,13.285425,10.7165,14.1072,12.6055
SI:DKEY-245P14.2,14.2663,13.6753,14.3297,12.185,11.570455,13.48905,11.14435,10.5180325,13.068725,10.1037,9.46561,12.6484
UBA6,10.6751,10.7093,9.90624,8.49067,9.07974,7.85073,7.398455,8.26496,6.822975,6.30624,7.45018,5.79522
ZBTB5(2of2),1.5812,1.49991,1.5438,1.33045,1.363005,1.2275025,1.205075,1.2945525,1.06935375,1.0797,1.2261,0.911205
CDC73(3of3),29.4419,29.5847,30.9419,28.2312,29.1827,30.7221,27.62585,28.9817,30.6122,27.0205,28.7807,30.5023
SNX30(1of2),10.9284,13.5821,8.49761,10.359355,12.0215,8.545005,10.0748325,11.2412,8.5687025,9.79031,10.4609,8.5924
SNX18,3.0448,3.66476,4.55349,3.166475,3.061455,3.76064,3.2273125,2.7598025,3.364215,3.28815,2.45815,2.96779
SPTAN1(17of17),0.809475,0.410758,1.14181,1.0463425,0.6419725,1.19429,1.16477625,0.75757975,1.22053,1.28321,0.873187,1.24677
KDM3B,10.944,12.6787,10.7216,10.94605,11.093905,10.07303,10.947075,10.3015075,9.748745,10.9481,9.50911,9.42446
SERINC2L,19.3388,18.1996,19.3194,18.76405,17.56115,18.064,18.476675,17.241925,17.4363,18.1893,16.9227,16.8086
MBNL2(2of2),26.9074,26.1589,27.7507,22.27425,26.03525,24.26685,19.957675,25.973425,22.524925,17.6411,25.9116,20.783
MRPL39,7.74391,7.79867,8.06923,7.79379,7.764075,8.299615,7.81873,7.7467775,8.4148075,7.84367,7.72948,8.53
JAM2,29.9127,24.1127,39.6136,31.3103,26.63155,42.5633,32.0091,27.890975,44.03815,32.7079,29.1504,45.513
APP,188.586,178.264,198.81,167.876,170.1815,188.34,157.521,166.14025,183.105,147.166,162.099,177.87
ATP5J(3of3),204.972,190.593,222.644,201.469,191.0255,213.5825,199.7175,191.24175,209.05175,197.966,191.458,204.521
MRE11A,2.23584,1.99838,2.22259,1.9468,1.72888,1.797545,1.80228,1.59413,1.5850225,1.65776,1.45938,1.3725
GABBR2(2of6),7.37025,9.53629,6.78731,6.772555,6.38576,5.817395,6.4737075,4.810495,5.3324375,6.17486,3.23523,4.84748
ZNF862(8of11),2.96669,2.78246,3.10239,3.291095,3.262465,3.757885,3.4532975,3.5024675,4.0856325,3.6155,3.74247,4.41338
YWHAE(1of2),85.9779,83.2082,90.5423,78.6797,77.1433,79.62495,75.0306,74.11085,74.166275,71.3815,71.0784,68.7076
FILIP1(3of3),21.0732,8.73472,19.0074,15.71645,12.89811,20.80585,13.038075,14.979805,21.705075,10.3597,17.0615,22.6043
UBE2Z,15.0393,15.983,13.934,14.41325,14.6983,13.1697,14.100225,14.05595,12.78755,13.7872,13.4136,12.4054
MSH2(1of3),9.78189,9.85615,12.7569,8.26383,6.8736,8.58052,7.5048,5.382325,6.49233,6.74577,3.89105,4.40414
CES2,3.38744,3.12702,3.82422,2.708385,2.380515,3.088,2.3688575,2.0072625,2.71989,2.02933,1.63401,2.35178
TRABD2B(4of4),13.4916,16.3746,10.637,14.7268,16.3978,9.433445,15.3444,16.4094,8.8316675,15.962,16.421,8.22989
ACTR8,6.77492,6.55087,6.34148,6.53316,6.773645,6.493815,6.41228,6.8850325,6.5699825,6.2914,6.99642,6.64615
SELK,71.6942,52.7695,54.3923,57.57625,47.95495,52.0434,50.517275,45.547675,50.86895,43.4583,43.1404,49.6945
PRKAR1B(2of3),1.48731,0.720282,1.02313,1.765775,1.271016,1.236545,1.9050075,1.546383,1.3432525,2.04424,1.82175,1.44996
HTATIP2(2of2),16.0668,13.33,14.7733,14.4823,12.85255,12.337705,13.69005,12.613825,11.1199075,12.8978,12.3751,9.90211
CEP57,1.83023,1.81236,2.24637,2.259455,2.73143,3.203565,2.4740675,3.190965,3.6821625,2.68868,3.6505,4.16076
MAOA,4.32731,4.45659,5.47153,5.074595,4.970525,5.214665,5.4482375,5.2274925,5.0862325,5.82188,5.48446,4.9578
SACS(2of4),78.7114,135.063,108.711,60.08475,101.88185,102.70195,50.771425,85.291275,99.697425,41.4581,68.7007,96.6929
SACS(3of4),26.6267,46.9088,24.2239,20.61305,33.5652,24.3023,17.606225,26.8934,24.3415,14.5994,20.2216,24.3807
DIP2A(1of3),4.05259,3.40188,3.72034,3.89093,3.55804,4.936955,3.8101,3.63612,5.5452625,3.72927,3.7142,6.15357
FAM126B,4.19556,3.82395,2.95912,4.239875,3.807775,3.216515,4.2620325,3.7996875,3.3452125,4.28419,3.7916,3.47391
CFLARA,5.4481,5.73662,4.48709,7.50159,9.97131,5.324345,8.528335,12.088655,5.7429725,9.55508,14.206,6.1616
DIP2A(2of3),2.25218,0,6.02707,1.12609,0.72824,3.013535,0.563045,1.09236,1.5067675,0,1.45648,0
DSTYK(1of2),4.95431,5.22535,5.40906,5.31825,5.862515,5.703365,5.50022,6.1810975,5.8505175,5.68219,6.49968,5.99767
ZDHHC14(2of7),5.63511,3.8128,4.52058,5.20104,3.86359,4.491975,4.984005,3.888985,4.4776725,4.76697,3.91438,4.46337
ZDHHC14(7of7),5.20512,6.92102,5.93181,7.05647,7.757505,6.57188,7.982145,8.1757475,6.891915,8.90782,8.59399,7.21195
ZDHHC14(4of7),5.25928,7.68262,7.67427,6.061345,7.43251,7.629365,6.4623775,7.307455,7.6069125,6.86341,7.1824,7.58446
LGALS8(1of2),10.8671,13.2095,11.0155,10.72125,12.26935,12.126,10.648325,11.799275,12.68125,10.5754,11.3292,13.2365
DOCK10(2of2),6.90265,8.21819,7.83884,6.68212,7.44473,7.536365,6.571855,7.058,7.3851275,6.46159,6.67127,7.23389
GBAS,63.8281,58.8906,74.8492,60.06345,58.39245,66.4065,58.181125,58.143375,62.18515,56.2988,57.8943,57.9638
CCNT2,13.4289,13.6948,12.146,12.15475,13.07275,11.18555,11.517675,12.761725,10.705325,10.8806,12.4507,10.2251
PHKG1A,34.2695,29.0343,42.1433,33.2156,33.1757,37.1433,32.68865,35.2464,34.6433,32.1617,37.3171,32.1433
PSPH,5.79773,4.88387,7.35849,5.96959,5.455585,6.14421,6.05552,5.7414425,5.53707,6.14145,6.0273,4.92993
AAMDC,21.6723,22.2673,22.6049,19.9965,21.69925,25.71345,19.1586,21.415225,27.267725,18.3207,21.1312,28.822
NUDT18,1.45823,1.74216,1.67417,1.84862,2.02569,2.03633,2.043815,2.167455,2.21741,2.23901,2.30922,2.39849
SI:CH211-119D14.3(2of2),1.48422,1.66348,1.65549,2.147735,2.08648,2.31035,2.4794925,2.29798,2.63778,2.81125,2.50948,2.96521
INTS4,4.61435,4.67127,5.01825,4.850475,4.40622,4.95943,4.9685375,4.273695,4.93002,5.0866,4.14117,4.90061
DICP3.3,11.4803,16.5021,13.2999,11.91615,11.274245,10.12906,12.134075,8.6603175,8.54364,12.352,6.04639,6.95822
PARP14(3of6),4.4263,7.75632,4.7988,6.025445,8.629105,4.411425,6.8250175,9.0654975,4.2177375,7.62459,9.50189,4.02405
LRRC2(2of2),15.7445,14.0304,13.9275,14.5937,14.85845,15.0171,14.0183,15.272475,15.5619,13.4429,15.6865,16.1067
STRN3(2of2),21.612,18.646,17.432,17.72955,16.30375,14.2869,15.788325,15.132625,12.71435,13.8471,13.9615,11.1418
GPR153,1.1277,1.118,1.02072,1.002513,1.0192505,1.144525,0.9399195,0.96987575,1.2064275,0.877326,0.920501,1.26833
FAM193B,2.81093,3.2576,2.69989,2.9996,3.62017,2.79801,3.093935,3.801455,2.84707,3.18827,3.98274,2.89613
SI:CH211-191J22.3,25.6806,27.8736,29.2597,27.02645,29.1076,30.08495,27.699375,29.7246,30.497575,28.3723,30.3416,30.9102
PRELID1A,18.7173,16.5344,21.8828,16.84775,14.66455,16.4245,15.912975,13.729625,13.69535,14.9782,12.7947,10.9662
CU570881.1(8of33),1.82422,1.03678,2.10585,1.76717,1.132435,1.835845,1.738645,1.1802625,1.7008425,1.71012,1.22809,1.56584
MXD3,1.61482,1.54678,4.33083,3.59576,2.27618,4.32482,4.58623,2.64088,4.321815,5.5767,3.00558,4.31881
TRIM105,18.6544,18.8865,16.9027,16.7495,18.4318,19.09985,15.79705,18.20445,20.198425,14.8446,17.9771,21.297
SI:CH211-122L24.4(2of2),0.74852,1.7771,0.826157,1.866685,4.43364,0.703362,2.4257675,5.76191,0.6419645,2.98485,7.09018,0.580567
EPHA4B(2of2),2.04558,2.41414,2.01263,1.516836,1.490045,1.85015,1.252464,1.0279975,1.76891,0.988092,0.56595,1.68767
SDC2(2of2),10.7562,10.8003,13.8155,15.46825,12.8608,18.80425,17.824275,13.89105,21.298625,20.1803,14.9213,23.793
MRS2,6.15334,5.60597,5.75733,6.37512,6.68149,7.04935,6.48601,7.21925,7.69536,6.5969,7.75701,8.34137
CPQ(2of2),21.5865,19.8167,19.2209,19.8278,19.46955,18.12685,18.94845,19.295975,17.579825,18.0691,19.1224,17.0328
CPQ(1of2),37.9016,29.9119,33.4044,37.49665,33.46635,28.482,37.294175,35.243575,26.0208,37.0917,37.0208,23.5596
VDAC2(2of3),9.53288,9.28359,3.90986,7.18272,7.977785,5.505945,6.00764,7.3248825,6.3039875,4.83256,6.67198,7.10203
ZNF235(47of128),6.73959,6.14868,6.00389,6.4691,5.80247,5.855355,6.333855,5.629365,5.7810875,6.19861,5.45626,5.70682
DSCC1,3.39307,3.31937,7.26578,3.347835,2.289785,4.28741,3.3252175,1.7749925,2.798225,3.3026,1.2602,1.30904
COL14A1(3of10),1.26597,0.54445,1.19507,0.705829,0.380401,0.8126925,0.4257585,0.2983765,0.62150375,0.145688,0.216352,0.430315
VWF(2of2),308.549,310.98,305.591,264.13,287.7185,328.988,241.9205,276.08775,340.6865,219.711,264.457,352.385
INSRA,6.71274,6.21257,6.22637,9.16882,7.43117,9.210535,10.39686,8.04047,10.7026175,11.6249,8.64977,12.1947
ARHGEF18A(1of2),0.814693,1.02567,0.539,1.3956865,1.73083,0.95757,1.68618325,2.08341,1.166855,1.97668,2.43599,1.37614
PCYOX1,33.5975,30.7047,34.1954,28.11225,26.95775,30.01795,25.369625,25.084275,27.929225,22.627,23.2108,25.8405
GMCL1,3.2717,3.68608,3.86018,3.8597,3.849195,3.751775,4.1537,3.9307525,3.6975725,4.4477,4.01231,3.64337
STARD7,24.7885,22.7928,21.8602,22.37185,23.50535,22.464,21.163525,23.861625,22.7659,19.9552,24.2179,23.0678
FAM136A,129.967,127.284,131.907,121.6685,120.8105,133.5715,117.51925,117.57375,134.40375,113.37,114.337,135.236
SLC20A1,23.8449,26.888,30.8714,26.97735,28.0334,27.1453,28.543575,28.6061,25.28225,30.1098,29.1788,23.4192
SPATA5(3of3),2.90274,4.22791,2.66937,2.500315,3.05236,2.60182,2.2991025,2.464585,2.568045,2.09789,1.87681,2.53427
NUDT6(1of2),4.55923,2.81622,2.22668,3.46651,2.718545,2.219915,2.92015,2.6697075,2.2165325,2.37379,2.62087,2.21315
CSNK1E(3of3),14.4765,15.701,14.9152,15.36915,15.3548,14.33065,15.815475,15.1817,14.038375,16.2618,15.0086,13.7461
ANAPC1(3of4),1.7818,1.89068,2.28771,1.96088,2.177195,2.415475,2.05042,2.3204525,2.4793575,2.13996,2.46371,2.54324
LPP(1of4),5.41402,6.34584,4.87433,6.59553,6.81625,5.754435,7.186285,7.051455,6.1944875,7.77704,7.28666,6.63454
BX927253.1(4of7),2.52783,6.55237,5.8592,4.46672,4.64155,4.991725,5.436165,3.68614,4.5579875,6.40561,2.73073,4.12425
ADCK1,8.35399,8.45317,10.4521,8.83872,9.200215,9.68878,9.081085,9.5737375,9.30712,9.32345,9.94726,8.92546
ALKBH1,10.185,11.529,8.443,10.4893,11.5574,9.151655,10.64145,11.5716,9.5059825,10.7936,11.5858,9.86031
MIPEP(2of2),10.5788,9.54502,10.9254,9.560865,9.49576,9.842425,9.0518975,9.47113,9.3009375,8.54293,9.4465,8.75945
C5AR1,12.1755,20.9315,20.607,49.5054,34.7288,16.68485,68.17035,41.62745,14.723775,86.8353,48.5261,12.7627
ZGC:66455(2of2),0.588907,0.718368,0.720441,0.9276935,1.013514,0.9141205,1.09708675,1.161087,1.01096025,1.26648,1.30866,1.1078
GRAMD1B(1of3),10.6412,12.644,11.8758,9.668425,10.64916,10.919465,9.1820375,9.65174,10.4412975,8.69565,8.65432,9.96313
DACT3,5.71242,5.74403,7.36586,6.60079,7.13069,7.94598,7.044975,7.82402,8.23604,7.48916,8.51735,8.5261
ZGC:66455(1of2),0.864212,1.30468,0.994173,1.233916,1.50412,1.1544615,1.418768,1.60384,1.23460575,1.60362,1.70356,1.31475
BSDC1,48.9434,46.9834,47.7719,47.2915,47.3174,48.98995,46.46555,47.4844,49.598975,45.6396,47.6514,50.208
SERINC2,67.3259,65.3173,70.3354,69.9552,72.66115,68.7811,71.26985,76.333075,68.00395,72.5845,80.005,67.2268
CTC1(2of2),1.32211,1.34528,1.94752,1.60285,1.45608,1.705375,1.74322,1.51148,1.5843025,1.88359,1.56688,1.46323
CDC42(5of6),34.0491,30.5941,36.1584,32.23135,29.6394,32.08365,31.322475,29.16205,30.046275,30.4136,28.6847,28.0089
CHD4(4of4),28.6115,29.9633,22.8034,24.0494,22.63,17.3483,21.76835,18.96335,14.62075,19.4873,15.2967,11.8932
GNB3B,0.984419,1.46558,1.44387,1.8919695,1.98675,1.0063485,2.34574475,2.247335,0.78758775,2.79952,2.50792,0.568827
PDLIM5(2of2),11.5519,12.3175,12.0046,11.84925,14.27695,11.9235,11.997925,15.256675,11.88295,12.1466,16.2364,11.8424
PDLIM5(1of2),66.4874,63.9321,68.1579,69.44655,81.6756,72.49465,70.926125,90.54735,74.663025,72.4057,99.4191,76.8314
KRCP(2of2),2.04847,3.71667,4.66122,2.06625,2.607035,3.39852,2.07514,2.0522175,2.76717,2.08403,1.4974,2.13582
HSPA12B,8.00225,7.00896,7.73776,7.72327,7.468525,7.96725,7.58378,7.6983075,8.081995,7.44429,7.92809,8.19674
NDRG2,20.032,21.5186,21.207,18.4996,20.5975,19.44945,17.7334,20.13695,18.570675,16.9672,19.6764,17.6919
USP34(3of4),6.25762,6.05793,5.59214,6.16553,6.0257,6.183465,6.119485,6.009585,6.4791275,6.07344,5.99347,6.77479
CCT7,152.826,153.831,144.164,150.8635,142.897,144.539,149.88225,137.43,144.7265,148.901,131.963,144.914
SLC9A3R1(3of3),66.8119,51.4267,61.582,58.04515,49.2186,53.8441,53.661775,48.11455,49.97515,49.2784,47.0105,46.1062
DCTN4(3of3),26.3544,25.8654,30.9231,25.82805,26.22245,29.13325,25.564875,26.400975,28.238325,25.3017,26.5795,27.3434
STAB2(3of3),1105.24,1109.37,1258.33,970.451,864.0465,975.1845,903.0565,741.38475,833.61175,835.662,618.723,692.039
UNC13D(2of2),1.22328,1.61615,1.27527,1.118805,1.3054185,1.467625,1.0665675,1.15005275,1.5638025,1.01433,0.994687,1.65998
STAB2(2of3),369.01,372.976,371.451,339.329,273.2015,295.9805,324.4885,223.31425,258.24525,309.648,173.427,220.51
ZCCHC7(1of3),11.5921,10.9073,9.1234,9.714155,9.37568,8.38202,8.7751825,8.60987,8.01133,7.83621,7.84406,7.64064
ASB16,9.22407,8.8971,8.62787,9.620985,9.41182,9.17416,9.8194425,9.66918,9.447305,10.0179,9.92654,9.72045
